1455990319347.424,46.58,7.46,0.63
1455990655618.867,52.17,5.95,0.65
1456053183118.763,109.6,2.02,0.32
1456053493588.897,124.8,2.93,0.49
1456053658339.2488,126.1,4.62,0.45
